,nombre,puntuacion,direccion,barrio,enlace,direccion_completa,lat,long,punto,precio,China,Internacional,Mediterránea,Española,Argentina,Sudamericana,Italiana,Pizza,Americana,Café,Peruana,Street food / Comida en la calle,Marisco,India,Asiática,Saludable,Europea,Latina,Bar,Venezolana,Restaurante de carne,Barbacoa,Opciones vegetarianas,Napolitana,De Campania,Japonesa,Sushi,Contemporánea,Fusión japonesa,Francesa,Del sur de Italia,Mexicana,Caribeña,Bares para comer,Comida rápida,Toscana,Del centro de Italia,Del Lacio,Coreana,Nepalí,Opciones veganas,Opciones sin gluten,Vinoteca,Africana,Cubana,Fusión,De Oriente Medio,Árabe,Unnamed: 56,Vasca,Sopas,Colombiana,Asador,Pub con cerveza artesanal,Pub,Tailandesa,Brasileña,Balti,Portuguesa,Centroamericana,Etíope,Pub restaurante,Británica,Vietnamita,Hawaiana,Irlandesa,Romana,Tentempiés,Sarda,Alemana,Centroeuropea,Hunan,Griega,Postres,Indonesia,Siciliana,Polaca,De Europa oriental,De Shanghai,Cantonesa,Persa,Comedor,Pakistaní,Marroquí,Libanesa,Tienda gourmet,De Asia central,Belga,Chilena,Georgiana,Filipina,Sichuan,Turca,Azerbayana,Rusa,Mercado de alimentos especializado,Fujian,Ucraniana,Sueca,Alimentos medicinales,Confiterías/panaderías,Tibetana,Cajún y criolla,Bangladeshi,Israelí,Egipcia,Restaurantes de cerveza,Del norte de Italia,Ecuatoriana,Suiza,Rumana,Albanesa,Kosher,Confitería japonesa,Halal,Afgana,Cocina de Pekín,Puertorriqueña,Jamaicana,Polinesia,Checa,Fruterías,Casa de un chef local,Argelina
6083,La Tremebunda,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle del Barco, 8",Sol,No hay link,"Calle del Barco, 8, 28004, Madrid",40.4213734,-3.7027534,POINT (-3.7027534 40.4213734),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6084,La Cocina de Javichu,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. Diego de Leon, 2",Barrio no encontrado,https://lacocinadejavichu.com/,"C. Diego de Leon, 2, 28701, Madrid",40.5471417,-3.6332563,POINT (-3.6332563 40.5471417),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6085,Matías - Casa Luís,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Paseo de la Dirección, 111",Berruguete,No hay link,"Paseo de la Dirección, 111, 28039, Madrid",40.4611657,-3.706074,POINT (-3.706074 40.4611657),€,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6086,Crudo Poké Bowl - El Pilar,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Avenida Betanzos 33,Pilar,https://www.instagram.com/crudobowl/?hl=en,"Avenida Betanzos 33, 28029, Madrid",40.474215,-3.711573,POINT (-3.711573 40.474215),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6087,Etdl,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",C/ Imperial 9,Palacio,No hay link,"C/ Imperial 9, 28012, Madrid",40.4145221,-3.7069829,POINT (-3.7069829 40.4145221),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6088,Flipo - Mercado de Barceló; Local 314,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. de Barceló, 6",Justicia,No hay link,"C. de Barceló, 6, 28004, Madrid",40.4265449,-3.698786316244,POINT (-3.698786316244 40.4265449),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6089,Bar Tosstka,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Hortaleza 33 Bajo,Barrio no encontrado,No hay link,"Calle Hortaleza 33 Bajo, 28004, Madrid",40.4172605,-3.1762323,POINT (-3.1762323 40.4172605),€,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6090,Cocopí,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",C/ Bailén 41,Barrio no encontrado,No hay link,"C/ Bailén 41, 28005, Madrid",40.0286178,-3.6079433,POINT (-3.6079433 40.0286178),€,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6091,FRANCISCA PAVON GUILLENA,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle SATURNINO TEJERA, 25",Vista Alegre,No hay link,"Calle SATURNINO TEJERA, 25, 28025, Madrid",40.3848206,-3.7442126,POINT (-3.7442126 40.3848206),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6092,Asiatico Yu II,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle del Arquitecto Sánchez Arcas, 5",Ciudad Universitaria,No hay link,"Calle del Arquitecto Sánchez Arcas, 5, 28040, Madrid",40.4536526,-3.7161666,POINT (-3.7161666 40.4536526),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6093,Rita's Night Madrid,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle Isla De Java, 2",Valverde,No hay link,"Calle Isla De Java, 2, 28034, Madrid",40.4927331,-3.6866566,POINT (-3.6866566 40.4927331),No hay información del precio,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6094,Juicy Mad,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Miguel Yuste,Simancas,No hay link,"Miguel Yuste, 28037, Madrid",40.4334283,-3.6218712,POINT (-3.6218712 40.4334283),€,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6095,Toc Toc Noodles - Salamanca,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle General Oráa, 26",Almagro,No hay link,"Calle General Oráa, 26, 28006, Madrid",40.4357956,-3.6878781,POINT (-3.6878781 40.4357956),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6096,Restaurante La Santa,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Tracia 6,Simancas,No hay link,"Calle Tracia 6, 28037, Madrid",40.4401216,-3.629348,POINT (-3.629348 40.4401216),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6097,Chicken Soul,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. de Barcelo, 6 -10",Universidad,No hay link,"C. de Barcelo, 6 -10, 28004, Madrid",40.4262576,-3.7012578,POINT (-3.7012578 40.4262576),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6098,Mix&me Bar Madrid,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle de las Huertas 52,Cortes,No hay link,"Calle de las Huertas 52, 28014, Madrid",40.4131326,-3.696763358687796,POINT (-3.696763358687796 40.4131326),No hay información del precio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6099,"Starbucks Velazquez, 32","Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle de Velazquez 32,El Viso,No hay link,"Calle de Velazquez 32, 28002, Madrid",40.4461467,-3.6822498,POINT (-3.6822498 40.4461467),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6100,Bar DXT y más,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle de la Virgen de la Oliva 34,Barrio no encontrado,No hay link,"Calle de la Virgen de la Oliva 34, 28037, Madrid",40.4678587,-3.2665005,POINT (-3.2665005 40.4678587),€€ - €€€,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6101,Buenos Aires Beef,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle de Bravo Murillo, 371",Castillejos,https://web.facebook.com/Buenos-Aires-Beef-Madrid-110254327467843/,"Calle de Bravo Murillo, 371, 28020, Madrid",40.4655852,-3.6916022,POINT (-3.6916022 40.4655852),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6102,Megan's Coffee Bar,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle Calderón, 5",Castillejos,No hay link,"Calle Calderón, 5, 28042, Madrid",40.4633517,-3.6906829,POINT (-3.6906829 40.4633517),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6103,Mº JOSÉ BALLESTEROS VELÁZQUEZ,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle San Bernardo, 107",Barrio no encontrado,No hay link,"Calle San Bernardo, 107, 28015, Madrid",40.4829687,-3.3693968,POINT (-3.3693968 40.4829687),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104,Barra Amelia,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle de Santa Teresa 12,Justicia,No hay link,"Calle de Santa Teresa 12, 28004, Madrid",40.4254548,-3.6954624,POINT (-3.6954624 40.4254548),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6105,La Escabechina,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Guzmán El Bueno 71,Barrio no encontrado,http://www.laescabechina.es/,"Calle Guzmán El Bueno 71, 28015, Madrid",40.5695722,-4.2670504,POINT (-4.2670504 40.5695722),No hay información del precio,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6106,Nazara Restaurante Indio,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle de Arganda, 29",Acacias,https://nazaraindian.com/,"Calle de Arganda, 29, 28005, Madrid",40.4003074,-3.7060581,POINT (-3.7060581 40.4003074),€€ - €€€,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6107,GogoDrink,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle de Silva, 15",Sol,No hay link,"Calle de Silva, 15, 28004, Madrid",40.4213446,-3.7063499,POINT (-3.7063499 40.4213446),€,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6108,Avenida PERU,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. de Juan Duque, 37",Imperial,No hay link,"C. de Juan Duque, 37, 28005, Madrid",40.411333,-3.718748,POINT (-3.718748 40.411333),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6109,La Viajera Taberna,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Embajadores 31,Acacias,No hay link,"Calle Embajadores 31, 28012, Madrid",40.4048383,-3.702243,POINT (-3.702243 40.4048383),No hay información del precio,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6110,GnamGnam,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Gaztambide 32 L1,Gaztambide,No hay link,"Calle Gaztambide 32 L1, 28015, Madrid",40.4344864,-3.7155481,POINT (-3.7155481 40.4344864),€,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6111,Gavinia,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",San Bernardo 106,Barrio no encontrado,http://gavinia.es/,"San Bernardo 106, 28015, Madrid",4.7341166,-74.2751967,POINT (-74.2751967 4.7341166),No hay información del precio,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6112,Capital Grill,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Avenida del Monasterio de el Escorial 26,El Goloso,No hay link,"Avenida del Monasterio de el Escorial 26, 28049, Madrid",40.5105935,-3.6926622,POINT (-3.6926622 40.5105935),€€ - €€€,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6113,Taberna Cascanueces,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Ibiza 52,Ibiza,No hay link,"Calle Ibiza 52, 28009, Madrid",40.4178506,-3.6723799,POINT (-3.6723799 40.4178506),No hay información del precio,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6114,Sésamo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle del Áncora, 26",Palos de Moguer,No hay link,"Calle del Áncora, 26, 28045, Madrid",40.4029966,-3.6933908,POINT (-3.6933908 40.4029966),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6115,La Flora,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Av. de Menéndez Pelayo, 53",Jerónimos,No hay link,"Av. de Menéndez Pelayo, 53, 28009, Madrid",40.4161976,-3.6777782,POINT (-3.6777782 40.4161976),No hay información del precio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6116,"Taberla ""la Española"" (pérez Galdós)","Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle De Pérez Galdós 7,Universidad,No hay link,"Calle De Pérez Galdós 7, 28004, Madrid",40.4224338,-3.7000612,POINT (-3.7000612 40.4224338),No hay información del precio,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
