_id,enlace,nombre,puntuacion,tipo_cocina,ubicacion
El Rincon del Cabo,http://www.facebook.com/rincondelcabo/,El Rincon del Cabo,"4,5 ","['€€ - €€€', 'Bar', 'Mediterránea', 'Europea']","Calle Lavapies 8 Calle Lavapies 8, 28012 Madrid España"
Kaiten Sushi Madrid,http://kaitensushimadrid.com/,Kaiten Sushi Madrid,"4,5 ","['Japonesa', 'Sushi']","C. De San Bernardo, 10, 28015 Madrid 10, 28015 Madrid España"
Tacos & Tapas,,Tacos & Tapas,"4,5 ","['€€ - €€€', 'Mexicana', 'Opciones sin gluten']","Calle Redondilla, 7 Barrio Palacio, 28005 Madrid España"
Gandarío,,Gandarío,"4,5 ","['€', 'Comida rápida', 'Mediterránea', 'Europea']","Gaztambide, 28, 28015 Madrid España"
VINITUS GRAN VÍA MADRID,http://www.facebook.com/pages/Vinitus-Madrid/796623720752703,VINITUS GRAN VÍA MADRID,"4,5 ","['€€ - €€€', 'Mediterránea', 'Española', 'Saludable']","Gran Vía 4, 28013 Madrid España"
Cruda Restaurante,https://cruda.es/,Cruda Restaurante,"4,5 ","['€€ - €€€', 'Mexicana', 'Latina', 'Internacional']","Calle Raimundo Fernández Villaverde 26, 28003 Madrid España"
Purnima Indian Restaurant,,Purnima Indian Restaurant,"4,5 ","['€€ - €€€', 'India', 'Opciones vegetarianas', 'Opciones veganas']","Calle Goya 110, 28009 Madrid España"
Taberna de Paula,,Taberna de Paula,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Vallehermoso 74, 28015 Madrid España"
Burnout,http://www.burnoutburgers.com/,Burnout,"4,5 ","['€€ - €€€', 'Americana', 'Internacional', 'Opciones sin gluten']","Calle Valverde 6, 28004 Madrid España"
El miniBAR,http://www.facebook.com/ElminiBAR,El miniBAR,"4,5 ","['€', 'Bar', 'Mediterránea', 'Europea']","Mesón de Paños, 1 cerca de Plaza Mayor, 28013 Madrid España"
La Carbonera,http://lacarboneramadrid.com/,La Carbonera,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle de Bernardo Lopez Garcia 11 Zona Conde Duque, 28015 Madrid España"
Restaurante Étimo by Begoña Fraire,http://etimo.es/,Restaurante Étimo by Begoña Fraire,"4,5 ","['€€€€', 'Mediterránea', 'Europea', 'Española']","Calle Ayala 27 Barrio Salamanca, 28001 Madrid España"
Vega Alamo,http://govega.es/,Vega Alamo,"4,5 ","['€€ - €€€', 'Internacional', 'Contemporánea', 'Fusión']","Calle del Alamo 3, 28015 Madrid España"
Casa Carola,http://www.casacarola.com/,Casa Carola,"4,5 ","['€€ - €€€', 'Mediterránea', 'Española', 'Sopas']","Calle Padilla, 54, 28006 Madrid España"
Salmon Guru,http://salmonguru.es/en/,Salmon Guru,"4,5 ","['€€ - €€€', 'Bar']","Calle Echegaray No 21, 28014 Madrid España"
Chulapas Cafe,https://www.facebook.com/CHULAPAS-Caf%C3%A8-669858533039727/,Chulapas Cafe,"5,0 ","['€', 'Latina', 'Colombiana', 'Opciones vegetarianas']","Calle Socorro 1 Vicálvaro, 28032 Madrid España"
Sr. Ito,http://www.srito.es/reserva-srito/,Sr. Ito,"4,5 ","['€€ - €€€', 'Japonesa', 'Sushi', 'Asiática']","Calle Pelayo 60, 28004 Madrid España"
Adrede,http://www.restauranteadrede.com/,Adrede,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Juan de Mena 10 Alfonso XI, 28014 Madrid España"
Restaurante Morgana,http://www.restaurantemorgana.es/,Restaurante Morgana,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle de la Libertad 5, 28004 Madrid España"
Dans Le Noir ?,http://madrid.danslenoir.com/,Dans Le Noir ?,"4,5 ","['€€€€', 'Mediterránea', 'Europea', 'Española']","Plaza del Biombo 5, 28013 Madrid España"
Restaurante Excalibur Madrid,,Restaurante Excalibur Madrid,"5,0 ","['€€ - €€€', 'Restaurante de carne', 'Europea', 'Asador']","Calle de Martin de los Heros 28, 28008 Madrid España"
Sessions,,Sessions,"4,5 ","['€€ - €€€', 'Mediterránea', 'Española']","Ronda Atocha 17, 28012 Madrid España"
Valdivieso Cocina Con Alma,https://www.valdiviesococinaconalma.com/nuestra-cocina/a-la-carta/,Valdivieso Cocina Con Alma,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Fray Luis de Leon, 7, 28012 Madrid España"
Restaurante Campanillas,No hay link,Restaurante Campanillas,"4,5 ","['€', 'Opciones vegetarianas', 'Opciones sin gluten']","Avenida de Logrono 132, 28042 Madrid España"
The Spanish Farm,http://thespanishfarm.com/,The Spanish Farm,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Espalter 5 Close to Museo del Prado and Jardin Botanico, 28014 Madrid España"
La Taberna de Mister Pinkleton,http://www.latabernademisterpinkleton.com/,La Taberna de Mister Pinkleton,"4,5 ","['€€ - €€€', 'Bar', 'Mediterránea', 'Europea']","Calle Cuchilleros 7, 28005 Madrid España"
Restaurante Noi,http://www.restaurantenoi.com/,Restaurante Noi,"4,5 ","['€€ - €€€', 'Italiana', 'Saludable', 'Napolitana']","Calle Recoletos 6, 28001 Madrid España"
Restaurante Ablanedo,http://www.facebook.com/restauranteablanedo/,Restaurante Ablanedo,"4,5 ","['€€ - €€€', 'Mediterránea', 'Española', 'Opciones vegetarianas']","Calle Buen Suceso 14, 28008 Madrid España"
RECREO Espartinas,http://www.recreoespartinas.com/,RECREO Espartinas,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Espartinas 5, 28001 Madrid España"
Toga,https://www.facebook.com/togarestaurante/,Toga,"4,5 ","['€€ - €€€', 'Española', 'Saludable', 'Opciones vegetarianas']","Calle Juanelo 23, 28012 Madrid España"
Bahía Taberna,https://bahiataberna.com/,Bahía Taberna,"4,5 ","['€€ - €€€', 'Internacional', 'Mediterránea', 'Europea']","Calle Bahia de Palma 9 Esquina Bahia de Almeria, 28042 Madrid España"
Divino Tinto,,Divino Tinto,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Hierro 4b, 28045 Madrid España"
Campesino Burger Al Carbón,http://www.facebook.com/campesinoburger/info/?tab=page_info,Campesino Burger Al Carbón,"4,5 ","['€', 'Americana', 'Internacional', 'Fusión']","Calle Atocha 111, 28012 Madrid España"
Coque,http://restaurantecoque.com/,Coque,"4,5 ","['€€€€', 'Internacional', 'Mediterránea', 'Europea']","Marqués del Riscal, 11 Servicio de Aparcacoches, 28010 Madrid España"
Brew Wild Pizza Bar,http://www.brewwildpizzabar.com/,Brew Wild Pizza Bar,"4,5 ","['€€ - €€€', 'Italiana', 'Pub con cerveza artesanal', 'Bar']","Echegaray, 23, 28014 Madrid España"
Nacho Bravo,http://www.esnachobravo.com/,Nacho Bravo,"4,5 ","['€', 'Mexicana', 'Latina', 'Fusión']","Paseo de las Delicias 139, 28045 Madrid España"
La Levantera,http://www.lalevantera.es/carta-la-levantera-mar-21.pdf,La Levantera,"4,5 ","['€€ - €€€', 'Mediterránea', 'Española', 'Opciones vegetarianas']","Calle de Goya 113, 28009 Madrid España"
niMÚ Barquillo,,niMÚ Barquillo,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Barquillo 40, 28004 Madrid España"
Los Grifos,http://losgrifos.es/,Los Grifos,"4,5 ","['€€ - €€€', 'Pub con cerveza artesanal', 'Bar', 'Pub']","Calle Manuela Malasaña 33, 28004 Madrid España"
Restaurante La Malontina,,Restaurante La Malontina,"4,5 ","['€€ - €€€', 'Internacional', 'Mediterránea', 'Española']","Calle Veronica 4, 28014 Madrid España"
Casa Lucas,,Casa Lucas,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Cava Baja 30, 28005 Madrid España"
Mawey Taco Bar - Gran Vía,http://www.restaurantemawey.com/,Mawey Taco Bar - Gran Vía,"4,5 ","['€€ - €€€', 'Mexicana', 'Fusión', 'Opciones sin gluten']","Calle de San Bernardo 5 Local 2, 28013 Madrid España"
RESTAURANTE DE SICHUAN,http://restaurantesichuan.com/,RESTAURANTE DE SICHUAN,"4,5 ","['€€ - €€€', 'China', 'Asiática', 'Sichuan']","Calle Caballero de Gracia,8 Calle Caballero de Gracia,8, 28013 Madrid España"
Restaurante Sagar,,Restaurante Sagar,"4,5 ","['€€ - €€€', 'India', 'Opciones vegetarianas', 'Opciones veganas']","Calle Alonso Heredia, 22, 28028 Madrid España"
Asador Nuevo Porche,http://www.asadornuevoporche.com/,Asador Nuevo Porche,"4,5 ","['€€ - €€€', 'Restaurante de carne', 'Mediterránea', 'Europea']","Calle Alaro 5, 28042 Madrid España"
Angelita Madrid,http://madrid-angelita.es/,Angelita Madrid,"4,5 ","['€€ - €€€', 'Internacional', 'Mediterránea', 'Europea']","Calle Reina, 4, 28004 Madrid España"
El Camoati,http://elcamoati.es/,El Camoati,"4,5 ","['€€ - €€€', 'Mediterránea', 'Argentina', 'Opciones vegetarianas']","Calle Alfonso VI 3 a 20m de la Plaza de la Paja, 28005 Madrid España"
Restaurante El Flaco,http://www.restauranteelflaco.com/,Restaurante El Flaco,"4,5 ","['€€ - €€€', 'Internacional', 'Asiática', 'Tailandesa']","Calle Javier Ferrero 8, 28002 Madrid España"
Decadente,http://www.decadente.es/,Decadente,"4,5 ","['€€ - €€€', 'Internacional', 'Mediterránea', 'Europea']","Manuel Fernández y González, 28014 Madrid España"
Restaurante Gala,http://restaurantegala.com/,Restaurante Gala,"4,5 ","['€€ - €€€', 'Restaurante de carne', 'Internacional', 'Mediterránea']","Calle Espronceda 14, 28003 Madrid España"
Brunch Club Cafe,http://www.brunchclubcafe.com/,Brunch Club Cafe,"4,5 ","['€', 'Café', 'Internacional', 'Europea']","Calle Barco 15, 28004 Madrid España"
Araldo Arte del Gusto,http://araldoartedelgusto.es/,Araldo Arte del Gusto,"4,5 ","['€€ - €€€', 'Italiana', 'Pizza', 'Mediterránea']","Calle los Madrazo, 28014 Madrid España"
La Rodaja,http://www.larodaja.es/reservas.htm,La Rodaja,"4,5 ","['€', 'Mexicana', 'Opciones vegetarianas', 'Opciones veganas']","Calle Bocangel 4, 28028 Madrid España"
Lafayette,http://www.brasserielafayette.es/,Lafayette,"4,5 ","['€€ - €€€', 'Francesa', 'Europea', 'Opciones vegetarianas']","Calle Recaredo, 2, 28002 Madrid España"
Cervecería La Mayor,http://lamayorcerveceria.es/,Cervecería La Mayor,"4,5 ","['€€ - €€€', 'Bar', 'Europea', 'Española']","Calle Mayor nº 77 Calle Mayor nº 77, 28005 Madrid España"
Tampu,http://www.tampurestaurante.com/,Tampu,"4,5 ","['€€ - €€€', 'Peruana', 'Latina', 'Saludable']","Calle de Prim, 13, 28004 Madrid España"
Casa Benigna,http://www.casabenigna.com/,Casa Benigna,"4,5 ","['€€€€', 'Mediterránea', 'Europea', 'Española']","Calle Benigno Soto 9, 28002 Madrid España"
Alcaravea castello,http://www.alcaravea.com/,Alcaravea castello,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Castello 83, 28006 Madrid España"
Alcaravea Gaztambide,,Alcaravea Gaztambide,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Gaztambide 56 Gaztambide 56, 28015 Madrid España"
Taberna Maldeamores,http://www.tabernamaldeamores.com/,Taberna Maldeamores,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","calle Valgame dios 4, 28004 Madrid España"
El Jardín del InterContinental,http://madrid.intercontinental.com/es/restauracion/,El Jardín del InterContinental,"4,5 ","['€€€€', 'Internacional', 'Mediterránea', 'Europea']","Paseo de la Castellana, 49 Metro Gregorio Marañón, 28046 Madrid España"
La Tasqueria de Javi Estévez,http://latasqueria.com/,La Tasqueria de Javi Estévez,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Duque de Sesto, 48, 28009 Madrid España"
DiverXO,http://diverxo.com/,DiverXO,"4,5 ","['€€€€', 'Europea', 'Española', 'Fusión']","Calle de Padre Damian, 23 Hotel NH eurobuilding, 28036 Madrid España"
Cafe Murillo,http://www.murillocafe.com/,Cafe Murillo,"4,0 ","['€€ - €€€', 'Café', 'Mediterránea', 'Europea']","Calle Ruiz de Alarcon 27 Detrás del Museo del Prado, 28014 Madrid España"
Restaurante Rias Bajas,http://restauranteriasbajas.com/,Restaurante Rias Bajas,"4,5 ","['€€ - €€€', 'Española', 'Asador', 'Opciones sin gluten']","Calle Alustante, 11 Clara del Rey, 33 Posterior, 28002 Madrid España"
Alright,http://www.alright.es/,Alright,"4,5 ","['€€ - €€€', 'Americana', 'Opciones vegetarianas', 'Opciones sin gluten']","Calle de Pedro Rico, 41 Lateral Avda de la Ilustracion, 28029 Madrid España"
Okashi Sanda,http://okashisanda.com/,Okashi Sanda,"4,5 ","['€€ - €€€', 'Japonesa', 'Asiática', 'Opciones vegetarianas']","Calle San Vicente ferrer, 22, 28004 Madrid España"
Pajaritos Mojados,http://www.facebook.com/pajaritosmojados/,Pajaritos Mojados,"4,5 ","['€', 'Bar', 'Pub restaurante', 'Street food / Comida en la calle']","Calle Del Humilladero, 3 detrás del Mercado de La Cebada, 28005 Madrid España"
Taberna la Concha,http://www.laconchataberna.com/,Taberna la Concha,"4,5 ","['€€ - €€€', 'Mediterránea', 'Española', 'Opciones vegetarianas']","Calle Cava Baja 7, 28005 Madrid España"
Fogg Bar,http://www.foggbar.es/,Fogg Bar,"4,5 ","['€€ - €€€', 'Pub con cerveza artesanal', 'Bar', 'Española']","Calle Juan de Urbieta 12, 28007 Madrid España"
Dolores y Lola,http://www.doloresylola.com/,Dolores y Lola,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Monteleon, 17, 28004 Madrid España"
BLoved,http://www.restaurantebloved.com/,BLoved,"4,5 ","['€€ - €€€', 'Internacional', 'Mediterránea', 'Europea']","Calle Gran Via 9 Acceso a través del Hotel Catalonia Gran Vía, 28013 Madrid España"
Miyama Flor Baja,http://www.restaurantemiyama.com/,Miyama Flor Baja,"4,5 ","['€€€€', 'Japonesa', 'Saludable', 'Sopas']","Calle Flor Baja 5, 28013 Madrid España"
Tinto y Tapas San Pedro,http://www.facebook.com/tintoytapas/,Tinto y Tapas San Pedro,"4,5 ","['€', 'Mediterránea', 'Europea', 'Española']","Calle San Pedro 22 N° 22, 28014 Madrid España"
Casa Macareno,http://casamacareno.com/,Casa Macareno,"4,5 ","['€€ - €€€', 'Bar', 'Mediterránea', 'Española']","Calle San Vicente Ferrer 44 Barrio Malasaña, 28004 Madrid España"
El Aliño,http://www.xn--elalio-7ja31b.es/,El Aliño,"4,5 ","['€€ - €€€', 'Mediterránea', 'Española', 'Saludable']","Calle Rafael Calvo 40, 28010 Madrid España"
La Sifonería,http://www.lasifoneria.com/,La Sifonería,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Martin de los Heros 27, 28008 Madrid España"
Havana Blues,https://www.facebook.com/pages/Havana-Blues/138385622966742,Havana Blues,"4,5 ","['€', 'Caribeña', 'Latina', 'Cubana']","Paseo Santa Maria de La Cabeza 56, 28045 Madrid España"
Cilindro,https://www.facebook.com/cilindrorest/,Cilindro,"4,5 ","['€€ - €€€', 'Peruana', 'Latina', 'Opciones vegetarianas']","Calle de Don Ramon de La Cruz 83, 28006 Madrid España"
Gato Gato,,Gato Gato,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle De Marquéz De Toca 6 Lavapiés, 28012 Madrid España"
El Alambique Taberna,http://www.facebook.com/tabernaelalambique/,El Alambique Taberna,"4,5 ","['€', 'Mediterránea', 'Española', 'Opciones vegetarianas']","Calle Fucar 7, 28014 Madrid España"
Triana,http://trianarestaurante.es/,Triana,"4,0 ","['€€ - €€€', 'Mediterránea', 'Española', 'Opciones vegetarianas']","Calle Narvaez 39, 28009 Madrid España"
Vinos de Bellota,http://www.vinosdebellota.com/,Vinos de Bellota,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Antonio Acuña 27 Corner C/Doctor Castelo, 28009 Madrid España"
Domo Abascal,http://www.nh-collection.com/es/hotel/nh-collection-madrid-abascal/restaurantes,Domo Abascal,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle de Jose Abascal 47, 28003 Madrid España"
Casa Jaguar Madrid,http://casajaguar.myrestoo.net/es/reservar,Casa Jaguar Madrid,"4,5 ","['€€ - €€€', 'Mexicana', 'Brasileña', 'Peruana']","Calle Caños del Peral, 9, 28013 Madrid España"
SUKALDEA ATOTXA Madrid,http://sukaldeaatotxa.com/,SUKALDEA ATOTXA Madrid,"4,5 ","['€', 'Mediterránea', 'Europea', 'Española']","Calle del Doctor Drumen 3, 28012 Madrid España"
Torikey,https://restaurante-torikey-madrid.negocio.site/,Torikey,"4,5 ","['€€ - €€€', 'Japonesa', 'Opciones sin gluten']","Plaza del Descubridor Diego de Ordás, 2, 28003 Madrid España"
La berenjena,http://www.facebook.com/La-Berenjena-174959612517524/,La berenjena,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Marques de Toca, 7, 28012 Madrid España"
Mawey Taco Bar - Olid,http://www.restaurantemawey.es/,Mawey Taco Bar - Olid,"4,5 ","['€€ - €€€', 'Mexicana', 'Latina', 'Opciones vegetarianas']","Calle Olid 6, 28010 Madrid España"
La Hummuseria,http://lahummuseria.es/,La Hummuseria,"4,5 ","['€€ - €€€', 'Mediterránea', 'Saludable', 'De Oriente Medio']","Calle Hernan Cortes 8, 28004 Madrid España"
Los Porfiados,http://www.losporfiados.com/,Los Porfiados,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","C/ Buenavista, 18, Lavapies, 28012 Madrid España"
Piccola Napoli,http://www.piccolanapoli.es/,Piccola Napoli,"4,5 ","['€', 'Italiana', 'Pizza', 'Mediterránea']","Calle Palencia 29, 28020 Madrid España"
Fiaschetteria La Saletta,http://www.lasalettafiaschetteria.com/,Fiaschetteria La Saletta,"4,5 ","['€', 'Italiana', 'Pizza', 'Mediterránea']","Calle Santa Isabel 5 Mercado de Anton Martin, 28012 Madrid España"
La Encomienda,http://www.laencomienda.es/,La Encomienda,"4,5 ","['€€ - €€€', 'Mediterránea', 'Española', 'Contemporánea']","Calle de la Encomienda 19, 28012 Madrid España"
Taberna Degusta,http://www.tabernadegusta.com/,Taberna Degusta,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","28028 Madrid Francisco Silvela 83, 28028 Madrid España"
Taberna & Media,http://www.tabernaymedia.com/,Taberna & Media,"4,5 ","['€€ - €€€', 'Mediterránea', 'Española', 'Opciones vegetarianas']","Calle Lope de Rueda 30, 28009 Madrid España"
Corral de la Moreria,http://www.corraldelamoreria.com/,Corral de la Moreria,"4,5 ","['€€€€', 'Mediterránea', 'Española', 'Opciones vegetarianas']","Calle Moreria 17, 28005 Madrid España"
Bangalore Modern Indian Cuisine,http://www.bangaloremadrid.com/,Bangalore Modern Indian Cuisine,"4,5 ","['€€ - €€€', 'India', 'Balti', 'Opciones vegetarianas']","63 Calle Diego de Leon, 28006 Madrid España"
Miyama,,Miyama,"4,5 ","['€€€€', 'Japonesa', 'Sushi', 'Asiática']","Paseo de La Castellana, 45, 28046 Madrid España"
Restaurante Anjana,http://restauranteanjana.es/,Restaurante Anjana,"3,0 ","['€€ - €€€', 'Mediterránea', 'Española', 'Asador']","Calle Pio Baroja Nº 10, 28009 Madrid España"
El Club Allard,http://www.elcluballard.com/,El Club Allard,"4,5 ","['€€€€', 'Internacional', 'Mediterránea', 'Europea']","C. de Ferraz, 2 Plaza de España, 28008 Madrid España"
Restaurante Alabaster,http://www.restaurantealabaster.com/,Restaurante Alabaster,"4,5 ","['€€€€', 'Mediterránea', 'Europea', 'Española']","Calle Montalban 9, 28014 Madrid España"
